,label
2998,635
2999,635
3000,635
3001,635
3002,635
3003,635
3004,662
3005,662
3006,662
3007,662
3008,662
3009,661
3010,661
3011,661
3012,661
3013,661
3014,688
3015,688
3016,688
3017,688
3018,688
3019,688
3020,688
3021,688
3022,688
3023,715
3024,715
3025,715
3026,715
3027,714
3028,714
3029,714
3030,714
3031,714
3032,714
3033,741
3034,741
3035,741
3036,741
3037,741
3038,741
3039,741
3040,741
3041,741
3042,741
3043,767
3044,767
3045,767
3046,767
3047,767
3048,767
3049,767
3050,767
3051,767
3052,766
3053,766
3054,766
3055,766
3056,766
3057,766
3058,793
3059,793
3060,793
3061,793
3062,793
3063,792
3064,792
3065,792
3066,792
3067,792
3068,792
3069,792
3070,791
3071,791
3072,791
3073,791
3074,791
3075,791
3076,791
3077,791
3078,790
3079,790
3080,790
3081,790
3082,817
3083,817
3084,817
3085,817
3086,817
3087,816
3088,816
3089,789
3090,789
3091,788
3092,788
3093,788
3094,788
3095,788
3096,788
3097,788
3098,787
3099,787
3100,787
3101,787
3102,787
3103,760
3104,760
3105,760
3106,760
3107,759
3108,759
3109,759
3110,759
3111,732
3112,732
3113,731
3114,731
3115,731
3116,704
3117,704
3118,704
3119,704
3120,703
3121,703
3122,703
3123,703
3124,677
3125,677
3126,677
3127,677
3128,677
3129,677
3130,678
3131,678
3132,678
3133,678
3134,678
3135,679
3136,679
3137,679
3138,679
3139,679
3140,680
3141,680
3142,680
3143,680
3144,680
3145,681
3146,681
3147,681
3148,681
3149,681
3150,681
3151,681
3152,682
3153,682
3154,682
3155,682
3156,682
3157,682
3158,682
3159,683
3160,683
3161,683
3162,683
3163,683
3164,683
3165,683
3166,683
3167,683
3168,684
3169,684
3170,684
3171,684
3172,684
3173,684
3174,684
3175,684
3176,684
3177,684
3178,657
3179,657
3180,658
3181,658
3182,658
3183,658
3184,658
3185,658
3186,658
3187,658
3188,658
3189,658
3190,658
3191,631
3192,631
3193,631
3194,631
3195,631
3196,630
3197,630
3198,630
3199,630
3200,630
3201,630
3202,630
3203,630
3204,630
3205,629
3206,602
3207,602
3208,602
3209,602
3210,602
3211,602
3212,602
3213,602
3214,602
3215,601
3216,601
3217,601
3218,601
3219,601
3220,601
3221,601
3222,601
3223,574
3224,574
3225,574
3226,574
3227,574
3228,574
3229,547
3230,547
3231,547
3232,547
3233,547
3234,520
3235,520
3236,520
3237,520
3238,520
3239,520
3240,493
3241,493
3242,493
3243,493
3244,493
3245,493
3246,493
3247,466
3248,466
3249,466
3250,466
3251,466
3252,466
3253,466
3254,466
3255,466
3256,466
3257,466
3258,466
3259,466
3260,466
3261,466
3262,466
3263,466
3264,466
3265,466
3266,466
3267,466
3268,467
3269,467
3270,467
3271,467
3272,467
3273,467
3274,467
3275,467
3276,467
3277,467
3278,467
3279,467
3280,467
3281,467
3282,467
3283,467
3284,467
3285,467
3286,467
3287,467
3288,467
3289,466
3290,466
3291,466
3292,466
3293,466
3294,466
3295,439
3296,439
3297,439
3298,439
3299,466
3300,466
3301,466
3302,466
3303,466
3304,466
3305,466
3306,466
3307,467
3308,494
3309,494
3310,494
3311,494
3312,494
3313,467
3314,467
3315,468
3316,468
3317,468
3318,642
3319,642
3320,642
3321,642
3322,642
3323,643
3324,643
3325,643
3326,643
3327,643
3328,643
3329,643
3330,643
3331,643
3332,644
3333,644
3334,671
3335,671
3336,671
3337,671
3338,671
3339,671
3340,671
3341,671
3342,671
3343,672
3344,672
3345,672
3346,672
3347,672
3348,672
3349,672
3350,672
3351,672
3352,672
3353,672
3354,672
3355,672
3356,672
3357,672
3358,672
3359,672
3360,672
3361,672
3362,672
3363,672
3364,672
3365,672
3366,672
3367,672
3368,672
3369,672
3370,672
3371,672
3372,672
3373,673
3374,673
3375,673
3376,530
3377,530
3378,530
3379,530
3380,530
3381,530
3382,530
3383,530
3384,530
3385,530
3386,530
3387,530
3388,530
3389,530
3390,530
3391,530
3392,530
3393,530
3394,530
3395,530
3396,529
3397,529
3398,529
3399,529
3400,529
3401,529
3402,529
3403,529
3404,529
3405,529
3406,529
3407,529
3408,529
3409,529
3410,529
3411,529
3412,529
3413,529
3414,557
3415,557
3416,557
3417,557
3418,557
3419,557
3420,585
3421,585
3422,585
3423,585
3424,585
3425,585
3426,586
3427,586
3428,586
3429,586
3430,586
3431,586
3432,586
3433,586
3434,586
3435,613
3436,614
3437,614
3438,614
3439,614
3440,614
3441,614
3442,614
3443,614
3444,614
3445,615
3446,615
3447,615
3448,641
3449,615
3450,615
3451,615
3452,642
3453,642
3454,642
3455,642
3456,642
3457,643
3458,643
3459,643
3460,643
3461,643
3462,643
3463,643
3464,643
3465,643
3466,643
3467,643
3468,644
3469,644
3470,671
3471,671
3472,672
3473,672
3474,672
3475,672
3476,672
3477,673
3478,673
3479,673
3480,673
3481,673
3482,673
3483,673
3484,673
3485,673
3486,673
3487,674
3488,674
3489,674
3490,674
3491,674
3492,674
3493,674
3494,647
3495,647
3496,647
3497,647
3498,647
3499,620
3500,620
3501,620
3502,620
3503,620
3504,620
3505,620
3506,620
3507,620
3508,620
3509,593
3510,593
3511,593
3512,593
3513,593
3514,593
3515,566
3516,566
3517,566
3518,566
3519,566
3520,566
3521,566
3522,566
3523,539
3524,539
3525,539
3526,539
3527,539
3528,539
3529,539
3530,539
3531,539
3532,539
3533,512
3534,512
3535,512
3536,512
3537,512
3538,512
3539,512
3540,512
3541,512
3542,512
3543,512
3544,485
3545,485
3546,485
3547,485
3548,485
3549,485
3550,485
3551,485
3552,458
3553,458
3554,458
3555,458
3556,458
3557,458
3558,431
3559,431
3560,431
3561,431
3562,431
3563,431
3564,431
3565,404
3566,404
3567,404
3568,404
3569,404
3570,404
3571,377
3572,377
3573,377
3574,377
3575,377
3576,377
3577,377
3578,377
3579,377
3580,350
3581,350
3582,350
3583,350
3584,350
3585,323
3586,323
3587,323
3588,323
3589,323
3590,323
3591,323
3592,323
3593,296
3594,296
3595,296
3596,296
3597,296
3598,296
3599,296
3600,296
3601,269
3602,269
3603,269
3604,269
3605,269
3606,269
3607,269
3608,242
3609,242
3610,242
3611,242
3612,242
3613,242
3614,242
3615,242
3616,242
3617,242
3618,242
3619,242
3620,215
3621,215
3622,215
3623,215
3624,215
3625,215
3626,215
3627,215
3628,215
3629,215
3630,188
3631,188
3632,188
3633,188
3634,188
3635,188
3636,188
3637,188
3638,161
3639,161
3640,161
3641,161
3642,161
3643,161
3644,161
3645,161
3646,134
3647,134
3648,134
3649,134
3650,134
3651,202
3652,202
3653,202
3654,202
3655,229
3656,228
3657,228
3658,228
3659,228
3660,228
3661,228
3662,228
3663,228
3664,228
3665,254
3666,254
3667,254
3668,254
3669,254
3670,254
3671,254
3672,254
3673,254
3674,254
3675,281
3676,281
3677,280
3678,280
3679,280
3680,280
3681,280
3682,280
3683,280
3684,280
3685,280
3686,280
3687,280
3688,307
3689,307
3690,307
3691,307
3692,306
3693,306
3694,306
3695,306
3696,306
3697,306
3698,306
3699,306
3700,333
3701,333
3702,333
3703,333
3704,333
3705,333
3706,332
3707,332
3708,332
3709,359
3710,359
3711,359
3712,359
3713,359
3714,359
3715,359
3716,359
3717,359
3718,359
3719,359
3720,359
3721,358
3722,358
3723,385
3724,385
3725,385
3726,385
3727,385
3728,385
3729,384
3730,384
3731,384
3732,384
3733,384
3734,411
3735,411
3736,411
3737,411
3738,411
3739,411
3740,411
3741,411
3742,411
3743,411
3744,411
3745,410
3746,410
3747,437
3748,437
3749,437
3750,437
3751,437
3752,437
3753,437
3754,437
3755,437
3756,437
3757,436
3758,436
3759,463
3760,463
3761,463
3762,463
3763,463
3764,463
3765,463
3766,463
3767,463
3768,463
3769,463
3770,463
3771,489
3772,489
3773,489
3774,489
3775,489
3776,489
3777,489
3778,489
3779,489
3780,489
3781,489
3782,516
3783,516
3784,516
3785,516
3786,515
3787,515
3788,515
3789,515
3790,515
3791,515
3792,542
3793,542
3794,542
3795,542
3796,542
3797,542
3798,542
3799,542
3800,542
3801,542
3802,542
3803,569
3804,569
3805,569
3806,569
3807,569
3808,568
3809,595
3810,595
3811,595
3812,595
3813,595
3814,595
3815,595
3816,595
3817,595
3818,595
3819,622
3820,622
3821,622
3822,622
3823,649
3824,649
3825,649
3826,649
3827,649
3828,649
3829,649
3830,676
3831,676
3832,676
3833,676
3834,676
3835,676
3836,676
3837,676
3838,676
3839,676
3840,703
3841,703
3842,703
3843,703
3844,703
3845,704
3846,704
3847,704
3848,704
3849,731
3850,731
3851,731
3852,731
3853,731
3854,731
3855,731
3856,759
3857,759
3858,759
3859,759
3860,759
3861,759
3862,759
3863,759
3864,759
3865,759
3866,759
3867,760
3868,760
3869,787
3870,787
3871,787
3872,787
3873,787
3874,787
3875,787
3876,788
3877,788
3878,788
3879,788
3880,788
3881,788
3882,788
3883,788
3884,788
3885,788
3886,789
3887,789
3888,816
3889,816
3890,816
3891,816
3892,816
3893,816
3894,816
3895,817
3896,817
3897,817
3898,817
3899,817
3900,817
3901,817
3902,817
3903,817
3904,817
3905,817
3906,818
3907,818
3908,818
3909,818
3910,818
3911,818
3912,819
3913,819
3914,792
3915,792
3916,792
3917,792
3918,792
3919,792
3920,792
3921,792
3922,793
3923,793
3924,793
3925,793
3926,793
3927,766
3928,766
3929,766
3930,766
3931,766
3932,766
3933,766
3934,766
3935,766
3936,766
3937,766
3938,766
3939,767
3940,767
3941,767
3942,767
3943,767
3944,740
3945,740
3946,740
3947,740
3948,740
3949,740
3950,740
3951,713
3952,714
3953,714
3954,714
3955,714
3956,714
3957,714
3958,714
3959,714
3960,714
3961,714
3962,714
3963,714
3964,687
3965,687
3966,687
3967,687
3968,688
3969,688
3970,688
3971,688
3972,688
3973,688
3974,661
3975,661
3976,661
3977,661
3978,661
3979,661
3980,661
3981,661
3982,661
3983,661
3984,661
3985,661
3986,661
3987,662
3988,662
3989,662
3990,662
3991,662
3992,662
3993,662
3994,662
3995,662
3996,662
3997,662
3998,662
3999,662
4000,662
4001,662
4002,662
4003,662
4004,662
4005,662
4006,662
4007,663
4008,663
4009,663
4010,663
4011,663
4012,663
4013,663
4014,663
4015,663
4016,663
4017,691
4018,691
4019,691
4020,691
4021,691
4022,691
4023,691
4024,691
4025,691
4026,691
4027,691
4028,692
4029,692
4030,692
4031,692
4032,692
4033,692
4034,692
4035,693
4036,693
4037,693
4038,693
4039,693
4040,693
4041,666
4042,666
4043,666
4044,666
4045,666
4046,666
4047,666
4048,666
4049,666
4050,666
4051,666
4052,666
4053,666
4054,666
4055,666
4056,666
4057,666
4058,585
4059,585
4060,585
4061,585
4062,584
4063,584
4064,584
4065,557
4066,557
4067,557
4068,557
4069,557
4070,557
4071,557
4072,557
4073,557
4074,557
4075,556
4076,556
4077,556
4078,556
4079,556
4080,556
4081,556
4082,556
4083,556
4084,556
4085,556
4086,556
4087,556
4088,556
4089,529
4090,529
4091,529
4092,529
4093,529
4094,529
4095,529
4096,529
4097,529
4098,529
4099,529
4100,529
4101,529
4102,528
4103,528
4104,528
4105,528
4106,528
4107,528
4108,528
4109,528
4110,528
4111,528
4112,528
4113,528
4114,528
4115,528
4116,528
4117,527
4118,527
4119,527
4120,527
4121,527
4122,527
4123,500
4124,500
4125,500
4126,500
4127,500
4128,500
4129,500
4130,500
4131,500
4132,500
4133,500
4134,500
4135,500
4136,499
4137,499
4138,499
4139,499
4140,499
4141,499
4142,499
4143,499
4144,499
4145,499
4146,499
4147,499
4148,472
4149,472
4150,472
4151,472
4152,471
4153,471
4154,471
4155,471
4156,471
4157,471
4158,471
4159,471
4160,471
4161,471
4162,471
4163,470
4164,470
4165,470
4166,470
4167,443
4168,443
4169,443
4170,443
4171,443
4172,443
4173,443
4174,443
4175,443
4176,443
4177,443
4178,443
4179,442
4180,442
4181,442
4182,442
4183,442
4184,442
4185,442
4186,442
4187,442
4188,442
4189,442
4190,442
4191,415
4192,415
4193,415
4194,414
4195,414
4196,414
4197,414
4198,414
4199,414
4200,414
4201,414
4202,414
4203,414
4204,414
4205,414
4206,414
4207,414
4208,441
4209,440
4210,440
4211,440
4212,440
4213,440
4214,440
4215,440
4216,440
4217,440
4218,440
4219,440
4220,440
4221,439
4222,439
4223,439
4224,439
4225,439
4226,439
4227,439
4228,439
4229,439
4230,439
4231,439
4232,439
4233,439
4234,439
4235,439
4236,439
4237,439
4238,438
4239,438
4240,438
4241,438
4242,438
4243,438
4244,438
4245,438
4246,493
4247,467
4248,467
4249,467
4250,467
4251,493
4252,493
4253,493
4254,493
4255,493
4256,493
4257,493
4258,493
4259,493
4260,494
4261,494
4262,494
4263,494
4264,494
4265,494
4266,494
4267,494
4268,494
4269,494
4270,494
4271,494
4272,521
4273,521
4274,521
4275,521
4276,521
4277,521
4278,521
4279,548
4280,548
4281,548
4282,548
4283,575
4284,575
4285,575
4286,575
4287,575
4288,575
4289,575
4290,575
4291,575
4292,575
4293,575
4294,575
4295,575
4296,575
4297,575
4298,575
4299,575
4300,575
4301,575
4302,575
4303,575
4304,576
4305,576
4306,576
4307,576
4308,576
4309,576
4310,576
4311,576
4312,576
4313,576
4314,576
4315,603
4316,604
4317,604
4318,577
4319,577
4320,577
4321,577
4322,577
4323,577
4324,577
4325,577
4326,577
4327,577
4328,577
4329,577
4330,605
4331,605
4332,605
4333,578
4334,578
4335,578
4336,578
4337,605
4338,605
4339,605
4340,605
4341,605
4342,605
4343,605
4344,605
4345,606
4346,606
4347,606
4348,606
4349,633
4350,633
4351,633
4352,633
4353,633
4354,633
4355,633
4356,633
4357,633
4358,633
4359,633
4360,633
4361,633
4362,633
4363,633
4364,633
4365,634
4366,634
4367,634
4368,634
4369,634
4370,634
4371,634
4372,634
4373,634
4374,634
4375,634
4376,634
4377,634
4378,634
4379,635
4380,635
4381,635
4382,635
4383,635
4384,635
4385,635
4386,635
4387,635
4388,635
4389,635
4390,635
4391,635
4392,635
4393,635
4394,635
4395,635
4396,635
4397,635
4398,635
4399,663
4400,663
4401,663
4402,690
4403,690
4404,690
4405,690
4406,691
4407,691
4408,691
4409,691
4410,691
4411,691
4412,691
4413,691
4414,691
4415,691
4416,691
4417,691
4418,691
4419,691
4420,691
4421,691
4422,691
4423,691
4424,691
4425,691
4426,691
4427,691
4428,692
4429,692
4430,692
4431,692
4432,693
4433,693
4434,692
4435,692
4436,693
4437,693
4438,692
4439,692
4440,665
4441,666
4442,666
4443,666
4444,630
4445,630
4446,630
4447,630
4448,630
4449,630
4450,630
4451,631
4452,631
4453,631
4454,631
4455,658
4456,658
4457,658
4458,658
4459,658
4460,658
4461,658
4462,658
4463,658
4464,659
4465,659
4466,659
4467,659
4468,659
4469,659
4470,659
4471,686
4472,686
4473,687
4474,687
4475,687
4476,687
4477,687
4478,687
4479,687
4480,687
4481,687
4482,687
4483,687
4484,687
4485,687
4486,687
4487,687
4488,687
4489,687
4490,687
4491,687
4492,687
4493,688
4494,688
4495,688
4496,688
4497,661
4498,661
4499,661
4500,662
4501,662
4502,662
4503,662
4504,635
4505,635
4506,635
4507,635
4508,636
4509,636
4510,636
4511,636
4512,636
4513,636
4514,609
4515,609
4516,609
4517,609
4518,609
4519,609
4520,609
4521,609
4522,609
4523,609
4524,582
4525,582
4526,582
4527,556
4528,556
4529,556
4530,556
4531,556
4532,556
4533,556
4534,556
4535,556
4536,556
4537,556
4538,556
4539,556
4540,557
4541,557
4542,557
4543,557
4544,557
4545,557
4546,557
4547,557
4548,557
4549,585
4550,585
4551,585
4552,585
4553,585
4554,585
4555,585
4556,585
4557,585
4558,585
4559,586
4560,586
4561,586
4562,586
4563,613
4564,613
4565,613
4566,614
4567,614
4568,614
4569,614
4570,614
4571,614
4572,614
4573,614
4574,614
4575,615
4576,642
4577,642
4578,642
4579,642
4580,642
4581,642
4582,642
4583,642
4584,642
4585,643
4586,643
4587,643
4588,643
4589,643
4590,643
4591,643
4592,643
4593,644
4594,644
4595,671
4596,671
4597,671
4598,671
4599,671
4600,672
4601,672
4602,672
4603,672
4604,672
4605,672
4606,672
4607,672
4608,672
4609,672
4610,672
4611,672
4612,672
4613,672
4614,672
4615,672
4616,672
4617,672
4618,672
4619,672
4620,672
4621,672
4622,672
4623,672
4624,672
4625,672
4626,672
4627,673
4628,673
4629,673
4630,673
4631,673
4632,673
4633,673
4634,673
4635,673
4636,673
4637,673
4638,672
4639,672
4640,672
4641,672
4642,672
4643,672
4644,672
4645,672
4646,672
4647,672
4648,672
4649,672
4650,672
4651,699
4652,699
4653,699
4654,699
4655,699
4656,698
4657,698
4658,698
4659,698
4660,726
4661,726
4662,726
4663,726
4664,725
4665,725
4666,725
4667,725
4668,725
4669,725
4670,724
4671,724
4672,724
4673,725
4674,725
4675,725
4676,725
4677,725
4678,724
4679,724
4680,723
4681,723
4682,696
4683,696
4684,696
4685,696
4686,696
4687,696
4688,696
4689,696
4690,723
4691,723
4692,723
4693,723
4694,723
4695,723
4696,750
4697,750
4698,750
4699,750
4700,750
4701,750
4702,750
4703,750
4704,750
4705,777
4706,777
4707,777
4708,777
4709,777
4710,777
4711,777
4712,777
4713,777
4714,777
4715,804
4716,804
4717,804
4718,804
4719,804
4720,804
4721,803
4722,803
4723,803
4724,803
4725,803
4726,803
4727,803
4728,830
4729,830
4730,830
4731,830
4732,830
4733,830
4734,830
4735,830
4736,857
4737,857
4738,857
4739,857
4740,857
4741,857
4742,857
4743,857
4744,857
4745,884
4746,884
4747,884
4748,884
4749,884
4750,884
4751,884
4752,884
4753,884
4754,884
4755,884
4756,884
4757,884
4758,884
4759,884
4760,884
4761,884
4762,884
4763,884
4764,883
4765,883
4766,883
4767,884
4768,884
4769,883
4770,883
4771,884
4772,884
4773,884
4774,884
4775,884
4776,884
4777,884
4778,884
4779,858
4780,858
4781,884
4782,884
4783,884
4784,884
4785,884
4786,884
4787,884
4788,884
4789,884
4790,884
4791,884
4792,884
4793,884
4794,884
4795,884
4796,884
4797,884
4798,884
4799,884
4800,884
4801,884
4802,857
4803,857
4804,857
4805,857
4806,857
4807,857
4808,857
4809,857
4810,857
4811,857
4812,857
4813,830
4814,830
4815,830
4816,830
4817,830
4818,830
4819,830
4820,830
4821,830
4822,830
4823,830
4824,830
4825,803
4826,804
4827,804
4828,804
4829,804
4830,804
4831,804
4832,804
4833,804
4834,777
4835,777
4836,777
4837,804
4838,804
4839,804
4840,777
4841,777
4842,777
4843,777
4844,750
4845,750
4846,750
4847,750
4848,750
4849,750
4850,750
4851,750
4852,750
4853,750
4854,750
4855,723
4856,723
4857,723
4858,723
4859,723
4860,723
4861,723
4862,696
4863,696
4864,696
4865,696
4866,696
4867,696
4868,696
4869,696
4870,696
4871,697
4872,697
4873,751
4874,751
4875,751
4876,724
4877,724
4878,724
4879,724
4880,725
4881,725
4882,725
4883,725
4884,725
4885,725
4886,726
4887,726
4888,725
4889,725
4890,725
4891,725
4892,725
4893,725
4894,725
4895,725
4896,698
4897,698
4898,698
4899,698
4900,698
4901,699
4902,699
4903,699
4904,699
4905,672
4906,672
4907,672
4908,672
4909,672
4910,672
4911,672
4912,672
4913,672
4914,672
4915,672
4916,672
4917,672
4918,672
4919,672
4920,672
4921,672
4922,672
4923,672
4924,672
4925,672
4926,672
4927,672
4928,672
4929,672
4930,672
4931,672
4932,672
4933,672
4934,672
4935,673
4936,673
4937,673
4938,673
4939,673
4940,673
4941,673
4942,673
4943,673
4944,673
4945,672
4946,672
4947,672
4948,672
4949,673
4950,673
4951,673
4952,527
4953,527
4954,527
4955,527
4956,527
4957,528
4958,528
4959,527
4960,527
4961,527
4962,527
4963,527
4964,527
4965,527
4966,527
4967,527
4968,527
4969,527
4970,527
4971,527
4972,527
4973,527
4974,527
4975,527
4976,527
4977,527
4978,527
4979,527
4980,527
4981,527
4982,527
4983,528
4984,528
4985,528
4986,528
4987,528
4988,528
4989,528
4990,528
4991,529
4992,529
4993,529
4994,529
4995,529
4996,556
4997,556
4998,556
4999,557
5000,557
5001,557
5002,557
5003,557
5004,557
5005,557
5006,557
5007,557
5008,557
5009,558
5010,558
5011,585
5012,585
5013,585
5014,585
5015,585
5016,585
5017,585
5018,585
5019,586
5020,586
5021,586
5022,586
5023,614
5024,614
5025,614
5026,614
5027,614
5028,614
5029,614
5030,614
5031,615
5032,615
5033,615
5034,615
5035,615
5036,615
5037,615
5038,642
5039,642
5040,642
5041,642
5042,643
5043,643
5044,643
5045,643
5046,643
5047,643
5048,643
5049,643
5050,643
5051,671
5052,671
5053,671
5054,671
5055,671
5056,671
5057,671
5058,672
5059,672
5060,672
5061,672
5062,672
5063,673
5064,673
5065,673
5066,673
5067,673
5068,673
5069,673
5070,673
5071,673
5072,673
5073,673
5074,673
5075,673
5076,673
5077,700
5078,700
5079,673
5080,673
5081,673
5082,673
5083,673
5084,673
5085,673
5086,673
5087,673
5088,673
5089,673
5090,673
5091,673
5092,673
5093,673
5094,673
5095,673
5096,673
5097,438
5098,438
5099,438
5100,438
5101,438
5102,438
5103,438
5104,438
5105,438
5106,438
5107,438
5108,438
5109,438
5110,438
5111,438
5112,438
5113,438
5114,438
5115,438
5116,438
5117,439
5118,439
5119,439
5120,439
5121,439
5122,439
5123,439
5124,466
5125,466
5126,466
5127,466
5128,466
5129,466
5130,466
5131,466
5132,466
5133,466
5134,466
5135,466
5136,466
5137,466
5138,466
5139,467
5140,467
5141,467
5142,467
5143,467
5144,467
5145,467
5146,467
5147,467
5148,467
5149,467
5150,467
5151,467
5152,467
5153,467
5154,467
5155,467
5156,467
5157,467
5158,467
5159,467
5160,467
5161,467
5162,467
5163,467
5164,467
5165,467
5166,467
5167,467
5168,467
5169,467
5170,467
5171,467
5172,467
5173,467
5174,467
5175,468
5176,468
5177,468
5178,468
5179,468
5180,468
5181,468
5182,468
5183,468
5184,469
5185,469
5186,469
5187,469
5188,469
5189,469
5190,469
5191,469
5192,469
5193,469
5194,469
5195,469
5196,469
5197,469
5198,469
5199,469
5200,469
5201,469
5202,443
5203,443
5204,443
5205,443
5206,443
5207,443
5208,443
5209,443
5210,443
5211,443
5212,443
5213,443
5214,470
5215,470
5216,470
5217,470
5218,471
5219,471
5220,471
5221,471
5222,471
5223,471
5224,471
5225,471
5226,471
5227,471
5228,471
5229,471
5230,471
5231,471
5232,471
5233,471
5234,471
5235,471
5236,472
5237,472
5238,472
5239,472
5240,472
5241,499
5242,499
5243,499
5244,499
5245,499
5246,499
5247,499
5248,499
5249,499
5250,500
5251,500
5252,500
5253,500
5254,500
5255,501
5256,501
5257,501
5258,501
5259,501
5260,501
5261,501
5262,501
5263,501
5264,528
5265,528
5266,528
5267,528
5268,528
5269,528
5270,528
5271,528
5272,528
5273,528
5274,528
5275,528
5276,529
5277,529
5278,529
5279,529
5280,529
5281,529
5282,529
5283,556
5284,556
5285,557
5286,557
5287,557
5288,557
5289,557
5290,558
5291,558
5292,585
5293,585
5294,585
5295,585
5296,585
5297,585
5298,585
5299,585
5300,585
5301,585
5302,585
5303,585
5304,586
5305,586
5306,586
5307,586
5308,586
5309,586
5310,613
5311,613
5312,613
5313,613
5314,613
5315,614
5316,614
5317,614
5318,614
5319,614
5320,614
5321,614
5322,614
5323,614
5324,614
5325,614
5326,615
5327,642
5328,642
5329,615
5330,642
5331,642
5332,642
5333,642
5334,642
5335,642
5336,642
5337,642
5338,642
5339,643
5340,643
5341,643
5342,643
5343,643
5344,643
5345,643
5346,643
5347,643
5348,644
5349,644
5350,644
5351,644
5352,644
5353,644
5354,644
5355,644
5356,644
5357,644
5358,644
5359,644
5360,645
5361,645
5362,645
5363,672
5364,672
5365,672
5366,672
5367,672
5368,672
5369,672
5370,672
5371,672
5372,672
5373,672
5374,672
5375,672
5376,672
5377,672
5378,672
5379,672
5380,672
5381,672
5382,672
5383,672
5384,672
5385,672
5386,672
5387,672
5388,672
5389,672
5390,672
5391,672
5392,672
5393,672
5394,672
5395,672
5396,672
5397,672
5398,672
5399,672
5400,672
5401,672
5402,672
5403,672
5404,672
5405,672
5406,672
5407,672
5408,672
5409,672
5410,672
5411,672
5412,672
5413,672
5414,672
5415,672
5416,672
5417,672
5418,672
5419,672
5420,672
5421,672
5422,673
5423,673
5424,673
5425,673
5426,673
5427,673
5428,673
5429,673
5430,673
5431,673
5432,673
5433,673
5434,673
5435,673
5436,673
5437,673
5438,673
5439,673
5440,673
5441,673
5442,673
5443,673
5444,673
5445,673
5446,673
5447,673
5448,673
5449,673
5450,673
5451,673
5452,673
5453,673
5454,673
5455,673
5456,673
5457,673
5458,673
5459,673
5460,673
5461,673
5462,673
5463,672
5464,672
5465,672
5466,672
5467,672
5468,672
5469,672
5470,672
5471,672
5472,699
5473,699
5474,699
5475,699
5476,699
5477,699
5478,699
5479,699
5480,725
5481,725
5482,725
5483,725
5484,725
5485,725
5486,725
5487,725
5488,725
5489,725
5490,725
5491,725
5492,724
5493,724
5494,724
5495,724
5496,724
5497,697
5498,696
5499,696
5500,696
5501,696
5502,696
5503,696
5504,696
5505,723
5506,723
5507,723
5508,723
5509,723
5510,723
5511,723
5512,723
5513,723
5514,750
5515,750
5516,750
5517,750
5518,750
5519,750
5520,750
5521,777
5522,777
5523,777
5524,777
5525,777
5526,777
5527,804
5528,804
5529,804
5530,804
5531,804
5532,803
5533,803
5534,803
5535,830
5536,830
5537,830
5538,830
5539,830
5540,830
5541,830
5542,830
5543,830
5544,830
5545,830
5546,830
5547,830
5548,857
5549,857
5550,857
5551,857
5552,857
5553,857
5554,857
5555,857
5556,857
5557,857
5558,857
5559,857
5560,857
5561,857
5562,884
5563,884
5564,884
5565,884
5566,884
5567,884
5568,884
5569,884
5570,884
5571,884
5572,884
5573,884
5574,884
5575,884
5576,884
5577,884
5578,884
5579,884
5580,884
5581,884
5582,884
5583,884
5584,884
5585,884
5586,884
5587,672
5588,673
5589,673
5590,673
5591,673
5592,673
5593,673
5594,673
5595,673
5596,672
5597,672
5598,672
5599,672
5600,672
5601,672
5602,672
5603,672
5604,672
5605,672
5606,672
5607,645
5608,645
5609,645
5610,645
5611,645
5612,644
5613,644
5614,644
5615,644
5616,644
5617,643
5618,643
5619,643
5620,643
5621,643
5622,643
5623,643
5624,643
5625,616
5626,616
5627,616
5628,615
5629,615
5630,615
5631,615
5632,615
5633,615
5634,615
5635,615
5636,615
5637,615
5638,614
5639,614
5640,614
5641,614
5642,614
5643,614
5644,614
5645,587
5646,587
5647,587
5648,586
5649,586
5650,586
5651,586
5652,586
5653,586
5654,586
5655,586
5656,586
5657,586
5658,586
5659,586
5660,586
5661,586
5662,586
5663,586
5664,586
5665,586
5666,585
5667,585
5668,585
5669,585
5670,585
5671,558
5672,558
5673,558
5674,558
5675,557
5676,557
5677,557
5678,557
5679,557
5680,557
5681,530
5682,530
5683,529
5684,529
5685,529
5686,529
5687,529
5688,529
5689,529
5690,529
5691,529
5692,529
5693,529
5694,529
5695,528
5696,528
5697,528
5698,528
5699,528
5700,528
5701,528
5702,501
5703,501
5704,501
5705,501
5706,501
5707,501
5708,501
5709,501
5710,501
5711,500
5712,500
5713,500
5714,500
5715,500
5716,473
5717,473
5718,472
5719,472
5720,445
5721,445
5722,445
5723,445
5724,445
5725,444
5726,444
5727,444
5728,444
5729,444
5730,444
5731,444
5732,444
5733,444
5734,444
5735,444
5736,443
5737,443
5738,443
5739,443
5740,443
5741,443
5742,443
5743,443
5744,443
5745,443
5746,443
5747,443
5748,443
5749,443
5750,469
5751,469
5752,469
5753,469
5754,469
5755,469
5756,469
5757,469
5758,469
5759,469
5760,469
5761,469
5762,469
5763,468
5764,468
5765,468
5766,468
5767,468
5768,468
5769,468
5770,468
5771,494
5772,494
5773,494
5774,494
5775,494
5776,494
5777,494
5778,494
5779,494
5780,494
5781,467
5782,467
5783,467
5784,467
5785,467
5786,467
5787,467
5788,467
5789,466
5790,466
5791,466
5792,466
5793,466
5794,466
5795,466
5796,466
